,ASSET,LATITUDE,LONGITUDE,TIME,SPEED,HEADING,REASONS,DISTANCE_TRAVELED,ODOMETER,LOADTS,REASONS_TEXT,ID_HAM_PVMNT_PLYGN,PPOLYLABEL,STREETFROM,STREETTO,ASSETNHOOD
33049,28,39.133883000000004,-84.438724,07/01/2021 10:13:57 AM,16.4,W,11,0.1,50042.8,07/01/2021 10:16:35 AM,Standard Event,S-HAM06689,MERIWEATHER AV,CRYER AV,PINERIDGE AV,HYDE PARK
32201,28,39.133668,-84.43979399999999,07/01/2021 10:14:15 AM,13.2,S,11,0.1,50042.9,07/01/2021 10:16:35 AM,Standard Event,S-HAM06689,MERIWEATHER AV,CRYER AV,PINERIDGE AV,HYDE PARK
33715,28,39.133086,-84.439394,07/01/2021 10:14:34 AM,7.8,E,11,0.2,50042.9,07/01/2021 10:16:35 AM,Standard Event,S-HAM06686,PINERIDGE AV,MERIWEATHER AV,CRYER AV,HYDE PARK
33315,28,39.13283,-84.438273,07/01/2021 10:14:55 AM,15.5,SEE,11,0.2,50043.0,07/01/2021 10:16:35 AM,Standard Event,S-HAM06686,PINERIDGE AV,MERIWEATHER AV,CRYER AV,HYDE PARK
34000,28,39.133154,-84.43751999999999,07/01/2021 10:15:16 AM,16.9,NE,11,0.3,50043.1,07/01/2021 10:16:35 AM,Standard Event,S-HAM06688,CRYER AV,PINERIDGE AV,MERIWEATHER AV,HYDE PARK
33097,28,39.133842,-84.43688900000001,07/01/2021 10:15:35 AM,9.6,NE,11,0.4,50043.1,07/01/2021 10:16:35 AM,Standard Event,S-HAM06687,CRYER AV,MERIWEATHER AV,LINWOOD AV,HYDE PARK
32732,28,39.133979,-84.43675999999999,07/01/2021 10:15:41 AM,0.0,NNE,9,0.4,50043.1,07/01/2021 10:16:35 AM,Motion Stop,S-HAM06687,CRYER AV,MERIWEATHER AV,LINWOOD AV,HYDE PARK
32200,28,39.13398,-84.436752,07/01/2021 10:15:55 AM,6.5,NNE,10,0.4,50043.1,07/01/2021 10:16:35 AM,Motion Start,I-GJ21543478,LINWOOD AV & CRYER AV,,,HYDE PARK
32438,28,39.135104999999996,-84.437776,07/01/2021 10:16:13 AM,25.3,NW,11,0.4,50043.2,07/01/2021 10:16:35 AM,Standard Event,I-GJ21463489,LINWOOD AV & MONTEITH AV,,,
33230,28,39.136678,-84.439137,07/01/2021 10:16:32 AM,17.7,NNW,11,0.6,50043.3,07/01/2021 10:16:35 AM,Standard Event,I-GJ21333506,LINWOOD AV & SARITA PL,,,HYDE PARK
33112,28,39.136918,-84.43934899999999,07/01/2021 10:16:40 AM,0.0,NW,9,0.6,50043.4,07/01/2021 10:17:12 AM,Motion Stop,S-HAM19056,LINWOOD AV,OBSERVATORY AV,SARITA PL,HYDE PARK
34390,28,39.136935,-84.439367,07/01/2021 10:17:23 AM,6.1,NW,10,0.6,50043.4,07/01/2021 10:17:26 AM,Motion Start,S-HAM19056,LINWOOD AV,OBSERVATORY AV,SARITA PL,HYDE PARK
32343,28,39.137446000000004,-84.441025,07/01/2021 10:17:41 AM,26.3,W,11,0.7,50043.4,07/01/2021 10:18:09 AM,Standard Event,S-HAM19052,OBSERVATORY AV,MICHIGAN AV,MORTEN ST,HYDE PARK
33571,28,39.137588,-84.443076,07/01/2021 10:17:59 AM,10.9,W,11,0.8,50043.6,07/01/2021 10:18:09 AM,Standard Event,S-HAM19051,OBSERVATORY AV,EDWARDS RD,MICHIGAN AV,HYDE PARK
34095,28,39.137601000000004,-84.443297,07/01/2021 10:18:07 AM,0.0,W,9,0.8,50043.6,07/01/2021 10:18:09 AM,Motion Stop,S-HAM19051,OBSERVATORY AV,EDWARDS RD,MICHIGAN AV,HYDE PARK
32526,28,39.137601000000004,-84.443299,07/01/2021 10:18:10 AM,1.5,W,10,0.8,50043.6,07/01/2021 10:18:10 AM,Motion Start,S-HAM19051,OBSERVATORY AV,EDWARDS RD,MICHIGAN AV,HYDE PARK
32869,28,39.137601000000004,-84.443303,07/01/2021 10:18:11 AM,0.0,W,9,0.8,50043.6,07/01/2021 10:18:11 AM,Motion Stop,S-HAM19051,OBSERVATORY AV,EDWARDS RD,MICHIGAN AV,HYDE PARK
32423,28,39.137603000000006,-84.44330699999999,07/01/2021 10:18:18 AM,4.1,W,10,0.8,50043.6,07/01/2021 10:18:21 AM,Motion Start,S-HAM19051,OBSERVATORY AV,EDWARDS RD,MICHIGAN AV,HYDE PARK
32737,28,39.137685999999995,-84.444926,07/01/2021 10:18:36 AM,23.5,W,11,0.9,50043.7,07/01/2021 10:20:01 AM,Standard Event,S-HAM06475,OBSERVATORY AV,WESTSIDE AV,EASTSIDE AV,HYDE PARK
33389,28,39.137858,-84.448398,07/01/2021 10:19:03 AM,15.0,W,11,1.1,50043.9,07/01/2021 10:20:01 AM,Standard Event,S-HAM06451,OBSERVATORY AV,STETTINIUS AV,BURCH AV,HYDE PARK
32786,28,39.138458,-84.448524,07/01/2021 10:19:21 AM,6.4,N,11,1.2,50043.9,07/01/2021 10:20:01 AM,Standard Event,S-HAM06479,STETTINIUS AV,OBSERVATORY AV,ERIE AV,HYDE PARK
33696,28,39.139416,-84.4484,07/01/2021 10:19:39 AM,8.3,NNE,11,1.2,50044.0,07/01/2021 10:20:01 AM,Standard Event,S-HAM06479,STETTINIUS AV,OBSERVATORY AV,ERIE AV,HYDE PARK
34297,28,39.140096,-84.448373,07/01/2021 10:19:59 AM,0.0,N,9,1.2,50044.0,07/01/2021 10:20:01 AM,Motion Stop,S-HAM06479,STETTINIUS AV,OBSERVATORY AV,ERIE AV,HYDE PARK
33245,28,39.14011,-84.448374,07/01/2021 10:20:00 AM,3.6,N,10,1.2,50044.0,07/01/2021 10:20:02 AM,Motion Start,S-HAM06479,STETTINIUS AV,OBSERVATORY AV,ERIE AV,HYDE PARK
33069,28,39.140144,-84.448376,07/01/2021 10:20:02 AM,0.0,N,9,1.2,50044.0,07/01/2021 10:20:02 AM,Motion Stop,I-GJ20523543,ERIE AV & STETTINIUS AV,,,HYDE PARK
33380,28,39.140164,-84.44837199999999,07/01/2021 10:20:27 AM,6.8,N,10,1.2,50044.0,07/01/2021 10:20:30 AM,Motion Start,I-GJ20523543,ERIE AV & STETTINIUS AV,,,HYDE PARK
32196,28,39.140437,-84.450103,07/01/2021 10:20:45 AM,22.3,W,11,1.4,50044.1,07/01/2021 10:20:55 AM,Standard Event,S-HAM06448,ERIE AV,MADISON RD,BERRY AV,HYDE PARK
33862,28,39.140487,-84.450602,07/01/2021 10:20:53 AM,0.0,W,9,1.4,50044.1,07/01/2021 10:20:55 AM,Motion Stop,S-HAM06448,ERIE AV,MADISON RD,BERRY AV,HYDE PARK
34261,28,39.140482,-84.450664,07/01/2021 10:21:40 AM,7.2,W,10,0.0,50044.2,07/01/2021 10:21:43 AM,Motion Start,S-HAM06448,ERIE AV,MADISON RD,BERRY AV,HYDE PARK
32955,28,39.14,-84.451982,07/01/2021 10:21:58 AM,23.1,SWW,11,0.1,50044.2,07/01/2021 10:23:30 AM,Standard Event,S-HAM32043,MADISON RD,OBSERVATORY AV,ERIE AV,HYDE PARK
33241,28,39.139035,-84.453755,07/01/2021 10:22:16 AM,21.1,SW,11,0.2,50044.4,07/01/2021 10:23:30 AM,Standard Event,S-HAM32043,MADISON RD,OBSERVATORY AV,ERIE AV,HYDE PARK
34176,28,39.139165000000006,-84.45481,07/01/2021 10:22:34 AM,25.3,NNW,11,0.2,50044.4,07/01/2021 10:23:30 AM,Standard Event,S-HAM07799,DANA AV,DUCK CREEK RD TO DANA AV RAMP,MADISON RD,HYDE PARK
32879,28,39.141228999999996,-84.455015,07/01/2021 10:22:52 AM,31.7,N,11,0.4,50044.6,07/01/2021 10:23:30 AM,Standard Event,S-HAM07799,DANA AV,DUCK CREEK RD TO DANA AV RAMP,MADISON RD,HYDE PARK
34511,28,39.143541,-84.455395,07/01/2021 10:23:10 AM,29.7,NNW,11,0.6,50044.7,07/01/2021 10:23:30 AM,Standard Event,S-HAM07799,DANA AV,DUCK CREEK RD TO DANA AV RAMP,MADISON RD,HYDE PARK
34169,28,39.14431,-84.456374,07/01/2021 10:23:27 AM,0.0,NW,9,0.6,50044.8,07/01/2021 10:23:30 AM,Motion Stop,I-GJ19833584,DANA AV & GRIGG AV & DUCK CREEK RD TO DANA AV RAMP & DUCK CREEK RD & DANA AV TO I-71 NB EXWY RAMP,,,EVANSTON
33235,28,39.144311,-84.456376,07/01/2021 10:24:03 AM,3.7,NW,10,0.6,50044.8,07/01/2021 10:24:06 AM,Motion Start,I-GJ19833584,DANA AV & GRIGG AV & DUCK CREEK RD TO DANA AV RAMP & DUCK CREEK RD & DANA AV TO I-71 NB EXWY RAMP,,,EVANSTON
34174,28,39.145139,-84.457853,07/01/2021 10:24:21 AM,17.7,NW,11,0.7,50044.9,07/01/2021 10:24:29 AM,Standard Event,S-HAM25661,DANA AV,FLORAL AV,I-71 NB EXWY,EVANSTON
32549,28,39.14526,-84.45808199999999,07/01/2021 10:24:27 AM,0.0,NW,9,0.7,50044.9,07/01/2021 10:24:29 AM,Motion Stop,S-HAM25661,DANA AV,FLORAL AV,I-71 NB EXWY,EVANSTON
33369,28,39.145261,-84.458085,07/01/2021 10:24:49 AM,5.0,NW,10,0.7,50044.9,07/01/2021 10:24:52 AM,Motion Start,S-HAM25661,DANA AV,FLORAL AV,I-71 NB EXWY,EVANSTON
34026,28,39.145668,-84.459971,07/01/2021 10:25:07 AM,29.4,W,11,0.9,50045.0,07/01/2021 10:26:05 AM,Standard Event,S-HAM25645,DANA AV,REALISTIC AV,FLORAL AV,EVANSTON
33393,28,39.146221000000004,-84.46723100000001,07/01/2021 10:25:56 AM,22.2,W,11,1.2,50045.4,07/01/2021 10:26:05 AM,Standard Event,S-HAM12304,DANA AV,MONTGOMERY RD,TRIMBLE AV,EVANSTON
34017,28,39.146258,-84.467672,07/01/2021 10:26:03 AM,0.0,W,9,1.2,50045.4,07/01/2021 10:26:05 AM,Motion Stop,I-GJ18823606,DANA AV & MONTGOMERY RD,,,EVANSTON
38427,28,39.146259,-84.467685,07/01/2021 10:26:15 AM,6.8,W,10,0.0,50045.4,07/01/2021 10:26:17 AM,Motion Start,I-GJ18823606,DANA AV & MONTGOMERY RD,,,EVANSTON
40427,28,39.145429,-84.468724,07/01/2021 10:26:33 AM,17.8,SSW,11,0.1,50045.5,07/01/2021 10:26:53 AM,Standard Event,S-HAM26395,MONTGOMERY RD,CLARION AV,RUTLAND AV,EVANSTON
36418,28,39.144889,-84.46924200000001,07/01/2021 10:26:50 AM,0.0,SW,9,0.2,50045.6,07/01/2021 10:26:53 AM,Motion Stop,S-HAM26395,MONTGOMERY RD,CLARION AV,RUTLAND AV,EVANSTON
39523,28,39.144889,-84.46924200000001,07/01/2021 10:27:07 AM,0.0,SW,7,0.2,50045.6,07/01/2021 10:27:09 AM,Power Off,S-HAM26395,MONTGOMERY RD,CLARION AV,RUTLAND AV,EVANSTON
38169,28,39.144889,-84.46924200000001,07/01/2021 10:27:41 AM,0.0,SW,12,0.2,50045.6,07/01/2021 10:27:44 AM,Power On,S-HAM26395,MONTGOMERY RD,CLARION AV,RUTLAND AV,EVANSTON
37119,28,39.144889,-84.46924200000001,07/01/2021 10:27:50 AM,3.8,SW,10,0.2,50045.6,07/01/2021 10:27:53 AM,Motion Start,S-HAM26395,MONTGOMERY RD,CLARION AV,RUTLAND AV,EVANSTON
35229,28,39.145028,-84.47025500000001,07/01/2021 10:28:19 AM,11.7,NW,11,0.2,50045.7,07/01/2021 10:28:30 AM,Standard Event,S-HAM26387,CLARION AV,MONTGOMERY RD,BROOKS AV,EVANSTON
35937,28,39.145194000000004,-84.470518,07/01/2021 10:28:28 AM,0.0,NW,9,0.2,50045.7,07/01/2021 10:28:30 AM,Motion Stop,S-HAM32076,CLARION AV,BROOKS AV,DANA AV,EVANSTON
36607,28,39.145119,-84.470473,07/01/2021 10:28:43 AM,6.6,SSE,10,0.2,50045.7,07/01/2021 10:28:45 AM,Motion Start,I-GJ18603592,BROOKS AV & CLARION AV,,,EVANSTON
36696,28,39.144666,-84.469734,07/01/2021 10:29:01 AM,0.0,SE,9,0.3,50045.7,07/01/2021 10:29:03 AM,Motion Stop,S-HAM26387,CLARION AV,MONTGOMERY RD,BROOKS AV,EVANSTON
36658,28,39.144666,-84.469734,07/01/2021 10:29:11 AM,0.0,SE,7,0.3,50045.7,07/01/2021 10:29:14 AM,Power Off,S-HAM26387,CLARION AV,MONTGOMERY RD,BROOKS AV,EVANSTON
36163,28,39.144636,-84.469624,07/01/2021 10:46:59 AM,4.4,SEE,10,0.0,50045.7,07/01/2021 10:47:01 AM,Motion Start,S-HAM26387,CLARION AV,MONTGOMERY RD,BROOKS AV,EVANSTON
35876,28,39.144042,-84.470028,07/01/2021 10:47:17 AM,18.8,SW,11,0.1,50045.8,07/01/2021 10:48:35 AM,Standard Event,S-HAM26396,MONTGOMERY RD,BREWSTER AV,CLARION AV,EVANSTON
36609,28,39.141853999999995,-84.47207900000001,07/01/2021 10:47:46 AM,26.2,SSW,11,0.2,50046.0,07/01/2021 10:48:35 AM,Standard Event,I-GJ18493556,MONTGOMERY RD & DUCK CREEK RD,,,EVANSTON
38829,28,39.138090999999996,-84.475439,07/01/2021 10:48:28 AM,17.2,SW,11,0.6,50046.3,07/01/2021 10:48:35 AM,Standard Event,S-HAM26340,MONTGOMERY RD,GILBERT AV,HOLLOWAY AV,EVANSTON
39456,28,39.137978000000004,-84.475583,07/01/2021 10:48:33 AM,0.0,SW,9,0.6,50046.3,07/01/2021 10:48:35 AM,Motion Stop,S-HAM26340,MONTGOMERY RD,GILBERT AV,HOLLOWAY AV,EVANSTON
37026,28,39.137957,-84.475623,07/01/2021 10:49:18 AM,6.0,SW,10,0.6,50046.3,07/01/2021 10:49:21 AM,Motion Start,S-HAM26340,MONTGOMERY RD,GILBERT AV,HOLLOWAY AV,EVANSTON
35487,28,39.137577,-84.475015,07/01/2021 10:49:36 AM,12.3,E,11,0.0,50046.4,07/01/2021 10:52:19 AM,Standard Event,S-HAM26332,HEWITT AV,GILBERT AV,HACKBERRY ST,EVANSTON
36247,28,39.137456,-84.473478,07/01/2021 10:49:56 AM,20.0,E,11,0.1,50046.4,07/01/2021 10:52:19 AM,Standard Event,S-HAM26253,HEWITT AV,HACKBERRY ST,FAIRFIELD AV,EVANSTON
35851,28,39.137269,-84.47142,07/01/2021 10:50:17 AM,20.9,E,11,0.2,50046.5,07/01/2021 10:52:19 AM,Standard Event,S-HAM26220,HEWITT AV,FAIRFIELD AV,SPOKANE AV,EVANSTON
37867,28,39.136806,-84.46380699999999,07/01/2021 10:51:24 AM,13.9,E,11,0.6,50047.0,07/01/2021 10:52:19 AM,Standard Event,S-HAM07768,HEWITT AV,WABASH AV,EVANSTON AV,EVANSTON
34908,28,39.136169,-84.463589,07/01/2021 10:51:44 AM,13.9,S,11,0.7,50047.0,07/01/2021 10:52:19 AM,Standard Event,S-HAM07788,EVANSTON AV,KINNEY AV,MALORY CT,EVANSTON
35540,28,39.135128,-84.463739,07/01/2021 10:52:05 AM,10.8,S,11,0.7,50047.1,07/01/2021 10:52:19 AM,Standard Event,S-HAM07790,EVANSTON AV,FAIRFAX AV,HINES AL,EVANSTON
38594,28,39.134899,-84.463779,07/01/2021 10:52:17 AM,0.0,SSW,9,0.7,50047.1,07/01/2021 10:52:19 AM,Motion Stop,I-GJ19213480,EVANSTON AV & FAIRFAX AV,,,EVANSTON
38286,28,39.134899,-84.463779,07/01/2021 10:52:18 AM,3.5,SSW,10,0.7,50047.1,07/01/2021 10:52:21 AM,Motion Start,I-GJ19213480,EVANSTON AV & FAIRFAX AV,,,EVANSTON
37779,28,39.135445000000004,-84.46364799999999,07/01/2021 10:52:36 AM,16.0,N,11,0.8,50047.2,07/01/2021 10:53:05 AM,Standard Event,S-HAM07789,EVANSTON AV,HINES AL,KINNEY AV,EVANSTON
35072,28,39.136582000000004,-84.463511,07/01/2021 10:52:55 AM,9.2,N,11,0.9,50047.2,07/01/2021 10:53:05 AM,Standard Event,S-HAM07787,EVANSTON AV,MALORY CT,HEWITT AV,EVANSTON
37191,28,39.136781,-84.463498,07/01/2021 10:53:02 AM,0.0,N,9,0.9,50047.2,07/01/2021 10:53:05 AM,Motion Stop,I-GJ19223502,HEWITT AV & EVANSTON AV,,,EVANSTON
35905,28,39.136781,-84.463498,07/01/2021 10:53:03 AM,5.0,N,10,0.9,50047.2,07/01/2021 10:53:05 AM,Motion Start,I-GJ19223502,HEWITT AV & EVANSTON AV,,,EVANSTON
39261,28,39.136925,-84.464554,07/01/2021 10:53:21 AM,18.5,W,11,0.9,50047.3,07/01/2021 10:55:24 AM,Standard Event,S-HAM07768,HEWITT AV,WABASH AV,EVANSTON AV,EVANSTON
38930,28,39.137336,-84.470675,07/01/2021 10:54:23 AM,10.1,W,11,1.3,50047.7,07/01/2021 10:55:24 AM,Standard Event,S-HAM07751,HEWITT AV,SPOKANE AV,GRAYDON AV,EVANSTON
37925,28,39.137986,-84.47074,07/01/2021 10:54:50 AM,3.9,N,11,1.4,50047.7,07/01/2021 10:55:24 AM,Standard Event,S-HAM07763,SPOKANE AV,HEWITT AV,HURON AV,EVANSTON
37871,28,39.13877,-84.470588,07/01/2021 10:55:13 AM,0.0,NNE,9,1.4,50047.8,07/01/2021 10:55:24 AM,Motion Stop,S-HAM07763,SPOKANE AV,HEWITT AV,HURON AV,EVANSTON
34847,28,39.138785,-84.470589,07/01/2021 10:55:18 AM,4.0,NNE,10,1.4,50047.8,07/01/2021 10:55:25 AM,Motion Start,S-HAM07763,SPOKANE AV,HEWITT AV,HURON AV,EVANSTON
40930,28,39.138853999999995,-84.469553,07/01/2021 10:55:51 AM,4.6,E,11,0.0,50047.8,07/01/2021 10:56:29 AM,Standard Event,I-GJ18703523,GRAYDON AV & HURON AV,,,EVANSTON
42995,28,39.138787,-84.468384,07/01/2021 10:56:26 AM,0.0,E,9,0.1,50047.9,07/01/2021 10:56:29 AM,Motion Stop,I-GJ18803523,BONAPARTE AV & HURON AV,,,EVANSTON
41501,28,39.138787,-84.468384,07/01/2021 10:56:31 AM,4.5,E,10,0.1,50047.9,07/01/2021 10:56:32 AM,Motion Start,I-GJ18803523,BONAPARTE AV & HURON AV,,,EVANSTON
41255,28,39.138024,-84.468384,07/01/2021 10:56:49 AM,15.2,S,11,0.1,50048.0,07/01/2021 10:57:08 AM,Standard Event,S-HAM07765,BONAPARTE AV,HEWITT AV,HURON AV,EVANSTON
42652,28,39.137253,-84.46850699999999,07/01/2021 10:57:05 AM,0.0,S,9,0.1,50048.0,07/01/2021 10:57:08 AM,Motion Stop,S-HAM07765,BONAPARTE AV,HEWITT AV,HURON AV,EVANSTON
41325,28,39.137246999999995,-84.468509,07/01/2021 10:57:07 AM,4.1,SSW,10,0.1,50048.0,07/01/2021 10:57:09 AM,Motion Start,S-HAM07765,BONAPARTE AV,HEWITT AV,HURON AV,EVANSTON
43043,28,39.137285,-84.470046,07/01/2021 10:57:25 AM,20.8,W,11,0.2,50048.1,07/01/2021 10:57:50 AM,Standard Event,S-HAM07751,HEWITT AV,SPOKANE AV,GRAYDON AV,EVANSTON
41946,28,39.137399,-84.471816,07/01/2021 10:57:44 AM,8.2,W,11,0.3,50048.2,07/01/2021 10:57:50 AM,Standard Event,S-HAM26220,HEWITT AV,FAIRFIELD AV,SPOKANE AV,EVANSTON
40926,28,39.137409000000005,-84.471914,07/01/2021 10:57:48 AM,0.0,W,9,0.3,50048.2,07/01/2021 10:57:50 AM,Motion Stop,S-HAM26220,HEWITT AV,FAIRFIELD AV,SPOKANE AV,EVANSTON
40706,28,39.137407,-84.471919,07/01/2021 10:57:50 AM,5.6,W,10,0.3,50048.2,07/01/2021 10:57:51 AM,Motion Start,S-HAM26220,HEWITT AV,FAIRFIELD AV,SPOKANE AV,EVANSTON
40647,28,39.136672999999995,-84.472114,07/01/2021 10:58:08 AM,12.3,S,11,0.4,50048.2,07/01/2021 10:58:36 AM,Standard Event,S-HAM26218,FAIRFIELD AV,KINNEY AV,HEWITT AV,EVANSTON
41423,28,39.135542,-84.472261,07/01/2021 10:58:32 AM,4.6,S,11,0.5,50048.3,07/01/2021 10:58:36 AM,Standard Event,S-HAM07716,FAIRFIELD AV,FAIRFAX AV,KINNEY AV,EVANSTON
41588,28,39.135527,-84.472266,07/01/2021 10:58:33 AM,0.0,S,9,0.5,50048.3,07/01/2021 10:58:36 AM,Motion Stop,S-HAM07716,FAIRFIELD AV,FAIRFAX AV,KINNEY AV,EVANSTON
42851,28,39.135512,-84.472268,07/01/2021 10:58:37 AM,5.7,S,10,0.5,50048.3,07/01/2021 10:58:37 AM,Motion Start,S-HAM07716,FAIRFIELD AV,FAIRFAX AV,KINNEY AV,EVANSTON
40639,28,39.134818,-84.472092,07/01/2021 10:58:57 AM,8.1,SEE,11,0.6,50048.4,07/01/2021 10:59:24 AM,Standard Event,S-HAM07743,FAIRFIELD AV,DEXTER AV,FAIRFAX AV,EVANSTON
42041,28,39.134006,-84.47205500000001,07/01/2021 10:59:19 AM,6.9,S,11,0.6,50048.5,07/01/2021 10:59:24 AM,Standard Event,S-HAM07743,FAIRFIELD AV,DEXTER AV,FAIRFAX AV,EVANSTON
41383,28,39.133977,-84.472054,07/01/2021 10:59:21 AM,0.0,S,9,0.6,50048.5,07/01/2021 10:59:24 AM,Motion Stop,S-HAM07743,FAIRFIELD AV,DEXTER AV,FAIRFAX AV,EVANSTON
42752,28,39.133974,-84.472062,07/01/2021 11:00:21 AM,3.6,S,10,0.6,50048.5,07/01/2021 11:00:24 AM,Motion Start,S-HAM07743,FAIRFIELD AV,DEXTER AV,FAIRFAX AV,EVANSTON
41237,28,39.133716,-84.470911,07/01/2021 11:00:39 AM,15.1,E,11,0.0,50048.5,07/01/2021 11:02:37 AM,Standard Event,S-HAM60432,DEXTER AV,FAIRFIELD AV,DEXTER PL,EAST WALNUT HILLS
40927,28,39.133476,-84.469864,07/01/2021 11:00:57 AM,9.9,SEE,11,0.1,50048.6,07/01/2021 11:02:37 AM,Standard Event,,,,,
41424,28,39.133403,-84.468751,07/01/2021 11:01:19 AM,3.1,SEE,11,0.1,50048.7,07/01/2021 11:02:37 AM,Standard Event,,,,,
42721,28,39.133334999999995,-84.467703,07/01/2021 11:01:40 AM,10.7,E,11,0.2,50048.7,07/01/2021 11:02:37 AM,Standard Event,,,,,
43363,28,39.1328,-84.467402,07/01/2021 11:02:02 AM,16.4,S,11,0.2,50048.8,07/01/2021 11:02:37 AM,Standard Event,S-HAM32042,ANNWOOD ST,GREGORY LN,ANNWOOD LN,EAST WALNUT HILLS
41820,28,39.131251,-84.46759300000001,07/01/2021 11:02:21 AM,21.3,SSW,11,0.3,50048.8,07/01/2021 11:02:37 AM,Standard Event,S-HAM10256,ANNWOOD ST,MADISON RD,GREGORY LN,EAST WALNUT HILLS
41508,28,39.130518,-84.46764499999999,07/01/2021 11:02:35 AM,0.0,S,9,0.4,50048.9,07/01/2021 11:02:37 AM,Motion Stop,S-HAM10256,ANNWOOD ST,MADISON RD,GREGORY LN,EAST WALNUT HILLS
42419,28,39.130468,-84.46764300000001,07/01/2021 11:03:06 AM,4.8,SSE,10,0.4,50048.9,07/01/2021 11:03:08 AM,Motion Start,S-HAM10256,ANNWOOD ST,MADISON RD,GREGORY LN,EAST WALNUT HILLS
41823,28,39.130855,-84.465779,07/01/2021 11:03:24 AM,28.6,NEE,11,0.5,50049.0,07/01/2021 11:04:09 AM,Standard Event,S-HAM10704,MADISON RD,BEECHCREST LN,ELMHURST AV,EAST WALNUT HILLS
41471,28,39.131904999999996,-84.463408,07/01/2021 11:03:42 AM,25.8,NEE,11,0.6,50049.2,07/01/2021 11:04:09 AM,Standard Event,S-HAM05759,MADISON RD,ELMHURST AV,COHOON ST,EVANSTON
42766,28,39.132174,-84.461602,07/01/2021 11:04:00 AM,14.4,NEE,11,0.7,50049.3,07/01/2021 11:04:09 AM,Standard Event,S-HAM05734,MADISON RD,CINNAMON ST,TORRENCE PKWY,EVANSTON
42720,28,39.132218,-84.461341,07/01/2021 11:04:07 AM,0.0,NEE,9,0.7,50049.3,07/01/2021 11:04:09 AM,Motion Stop,S-HAM05734,MADISON RD,CINNAMON ST,TORRENCE PKWY,EVANSTON
43106,28,39.132222,-84.461325,07/01/2021 11:04:39 AM,5.0,E,10,0.7,50049.3,07/01/2021 11:04:42 AM,Motion Start,S-HAM05734,MADISON RD,CINNAMON ST,TORRENCE PKWY,EVANSTON
42381,28,39.132713,-84.460052,07/01/2021 11:04:57 AM,22.5,NEE,11,0.0,50049.3,07/01/2021 11:07:42 AM,Standard Event,I-GJ19533458,MADISON RD TO OBRYON ST RAMP & MADISON RD & LAVINIA AV,,,EVANSTON
42454,28,39.134103,-84.458499,07/01/2021 11:05:15 AM,29.4,NNE,11,0.1,50049.5,07/01/2021 11:07:42 AM,Standard Event,S-HAM07747,MADISON RD,BEDFORD AV,BEDFORD TER,EVANSTON
41486,28,39.13704,-84.456625,07/01/2021 11:05:45 AM,22.8,NNE,11,0.4,50049.7,07/01/2021 11:07:42 AM,Standard Event,S-HAM32049,MADISON RD,EAST HILL AV,MADISON LN,HYDE PARK
42890,28,39.138048,-84.454891,07/01/2021 11:06:03 AM,19.8,NEE,11,0.5,50049.8,07/01/2021 11:07:42 AM,Standard Event,I-GJ20023522,DANA AV & MADISON RD & OBSERVATORY AV,,,HYDE PARK
40515,28,39.137941,-84.452736,07/01/2021 11:06:21 AM,25.8,E,11,0.6,50050.0,07/01/2021 11:07:42 AM,Standard Event,S-HAM07800,OBSERVATORY AV,MADISON RD,PEASENHALL LN,HYDE PARK
41703,28,39.137791,-84.450272,07/01/2021 11:06:39 AM,28.3,SEE,11,0.7,50050.1,07/01/2021 11:07:42 AM,Standard Event,S-HAM06461,OBSERVATORY AV,MENLO AV,BERRY AV,HYDE PARK
40528,28,39.137596,-84.447841,07/01/2021 11:06:57 AM,28.2,E,11,0.9,50050.2,07/01/2021 11:07:42 AM,Standard Event,,,,,
41985,28,39.137388,-84.44223000000001,07/01/2021 11:07:39 AM,20.9,E,11,1.2,50050.5,07/01/2021 11:07:42 AM,Standard Event,S-HAM19051,OBSERVATORY AV,EDWARDS RD,MICHIGAN AV,HYDE PARK
41519,28,39.137294,-84.44081899999999,07/01/2021 11:07:58 AM,0.0,SEE,9,1.2,50050.6,07/01/2021 11:08:00 AM,Motion Stop,S-HAM19052,OBSERVATORY AV,MICHIGAN AV,MORTEN ST,HYDE PARK
40582,28,39.137283000000004,-84.440786,07/01/2021 11:08:03 AM,6.6,SEE,10,1.2,50050.6,07/01/2021 11:08:03 AM,Motion Start,,,,,
40640,28,39.13704,-84.439636,07/01/2021 11:08:21 AM,18.6,SE,11,1.3,50050.6,07/01/2021 11:10:32 AM,Standard Event,S-HAM19056,LINWOOD AV,OBSERVATORY AV,SARITA PL,HYDE PARK
40976,28,39.135435,-84.43814300000001,07/01/2021 11:08:41 AM,28.4,SSE,11,1.5,50050.8,07/01/2021 11:10:32 AM,Standard Event,S-HAM19057,LINWOOD AV,ARCADIA PL,MONTEITH AV,HYDE PARK
43254,28,39.134,-84.436555,07/01/2021 11:08:59 AM,25.4,SEE,11,1.6,50051.0,07/01/2021 11:10:32 AM,Standard Event,S-HAM19156,LINWOOD AV,CRYER AV,DUNCAN AV,HYDE PARK
42076,28,39.133188,-84.434221,07/01/2021 11:09:17 AM,27.1,SEE,11,1.7,50051.1,07/01/2021 11:10:32 AM,Standard Event,S-HAM19159,LINWOOD AV,PAXTON AV,PRISCILLA LN,MOUNT LOOKOUT
